group_id,record_ids
1581,77172
1582,14855;27626;41135
1583,72363
1584,99617
1585,27540
1586,26631
1587,89216
1588,32388;10853
1589,32220
1590,83645
1591,28300;41309
1592,16784;65992;29988;41882;8425
1593,43795;22413;54386;87830
1594,40224;74424;93468
1595,39758;23341;54444
1596,20178
1597,62876;40932;29481
1598,2496;34369
1599,44424
1600,86697;83025;36725;19800
1601,17034
1602,23294
1603,91244
1604,95905;47295;94357
1605,19908
1606,59752
1607,12689;70833
1608,30813
1609,29437
1610,32369
1611,46140
1612,1373;29129;88333
1613,8017;7221;51772
1614,66407
1615,58169
1616,50866
1617,74775
1618,59245
1619,44167
1620,27931;66428;19516
1621,16830;97058
1622,27548
1623,56517
1624,69270;84431
1625,56380
1626,22422
1627,1389
1628,58591
1629,4824;55593;34838;118
1630,14579;83328;91613;13385
1631,67751
1632,47258
1633,97907;70072
1634,75118
1635,32949;34575;14554;63159
1636,9493;66202
1637,8643;90059;12321
1638,80210;5557;11847;78800
1639,1542;12966;29157;36864
1640,92505;1470;49902
1641,35794
1642,51626
1643,67791;80315
1644,95522
1645,29504
1646,54789;45923;26446;6104
1647,90379
1648,50027;16749
1649,73902;54764;21765
1650,28435
1651,12697
1652,7485
1653,86628;17827;8905
1654,99613;63108;55699;96065;98474
1655,68072;482;60394;15665
1656,40882
1657,68408;9419
1658,8194;97269;3473;63140
1659,1979;79259;48300
1660,68596;21854
1661,13530
1662,86915
1663,32207
1664,56988
1665,52100
1666,88214
1667,83758
1668,50430;47998;25972
1669,826
1670,1802
1671,53357
1672,39520;9140
1673,32104
1674,70170
1675,35143
1676,4551;66666;83011
1677,52350
1678,12908
1679,19892
1680,82161
1681,41733
1682,97580;48383;76727;98572;57288
1683,76802
1684,6783
1685,31065
1686,17162;35310
1687,5441
1688,69714;30230
1689,17840
1690,86662
1691,84342;91998
1692,50216
1693,50714
1694,95012
1695,63237
1696,51993;71879;15583
1697,14430;55880
1698,66784
1699,51925
1700,17941
1701,86068
1702,62950
1703,23190
1704,75087
1705,82612
1706,3673
1707,51359;16095;79036
1708,69965
1709,71373
1710,3856
1711,43227
1712,18827
1713,8923;21350;77923
1714,58544
1715,22966
1716,11418
1717,97928
1718,45239
1719,14364
1720,63614;66747
1721,5069
1722,55895;75711
1723,53675
1724,64550;87561
1725,93101;92180;4389;31880;34753;10321
1726,79139
1727,85940
1728,37884
1729,1087;61001
1730,86890;5436
1731,82403;3505
1732,28431;70347
1733,37227
1734,3173
1735,70668
1736,11413;84598
1737,4583
1738,21533
1739,37567
1740,64782
1741,36552;82084
1742,5573
1743,6432
1744,64;8923
1745,32282;61913
1746,92825
1747,36188
1748,82912;3020
1749,48499
1750,40005
1751,94011
1752,21121
1753,17893
1754,26313;42114
1755,2757;80683
1756,64645
1757,85920
1758,65448
1759,15658;72392
1760,4134;39417
1761,15074
1762,11108;45676;98639
1763,37282;45810;481
1764,17652
1765,52304
1766,70518
1767,36450
1768,50348;88352;4640;68225;63482
1769,42400;34037
1770,27318;75132;98291
1771,69084;93813
1772,9323
1773,45486
1774,91486
1775,73818
1776,85093
1777,11136
1778,68167
1779,47597
1780,49336
1781,3644
1782,39307
1783,89360
1784,51099
1785,61550
1786,5417
1787,29246
1788,24992
1789,56867;24648
1790,42420
1791,30717
1792,58456
1793,14508
1794,69591;10313;360
1795,45056
1796,47355;93853;72104;59959
1797,94695
1798,34939
1799,33820;2554
1800,31794;75262;44946
1801,62925;64340
1802,80166
1803,47399;85535
1804,61317
1805,75617
1806,84222
1807,47854
1808,52111
1809,44010
1810,55538;76513
1811,14592
1812,9217;41412;21261
1813,65248
1814,67856;61656
1815,85312
1816,31889
1817,36415
1818,91782
1819,9126
1820,68234;90107
1821,10527;80771
1822,74728
1823,1144;67358
1824,87928
1825,89805
1826,86694
1827,3384;41172;93891;31940;70138
1828,8673
1829,32009
1830,62750
1831,53367
1832,73881
1833,79895;88739
1834,23807
1835,67520;49701
1836,61284
1837,31043
1838,66695
1839,37889
1840,75209
1841,29414;13579;4300;90777;83287
1842,77560;37414
1843,91070
1844,66608
1845,94747
1846,16043
1847,2739;45968
1848,52921
1849,96661
1850,53742
1851,14691;34766
1852,69917
1853,12241
1854,97359
1855,76480
1856,87073
1857,18880
1858,73919;70949
1859,95936
1860,53164;88816;19458
1861,75400
1862,83582
1863,57334
1864,9273
1865,22641
1866,84164;74662
1867,37635
1868,33521
1869,97232;5407
1870,4982
1871,2006
1872,42855;5829
1873,42390;22828
1874,13667
1875,21110
1876,70587;12518
1877,83548
1878,58007
1879,58088;13976;98911;50790
1880,44919;99575
1881,4594
1882,77845;27676;86081;599
1883,85771;18259
1884,5116;34733
1885,49419
1886,3843
1887,27628;47921;77915
1888,80288
1889,2062
1890,89759
1891,68379;67494;11855;26891
1892,62855
1893,5768
1894,81205;14971
1895,57032
1896,1147
1897,58164;96244;46761
1898,38257
1899,31830
1900,9860;80740
1901,40075
1902,40127
1903,84197;82873
1904,32901
1905,39684
1906,17076
1907,79351
1908,8708
1909,66498;66272
1910,25143
1911,59085
1912,64642
1913,55172
1914,6189;73642
1915,39206;47158
1916,46272
1917,73626
1918,34280
1919,35945
1920,35881
1921,67704;3995
1922,12144
1923,1131
1924,55524;88322
1925,66634
1926,18754
1927,6903
1928,76729;69063;45224
1929,42229
1930,70700
1931,70295
1932,85586
1933,25766
1934,79314
1935,30645;9883
1936,11881
1937,95821
1938,85102
1939,15688
1940,32715
1941,89149
1942,16886;42539;89029;20234
1943,61260
1944,88533
1945,90076
1946,73524
1947,29809
1948,52520
1949,96396
1950,969
1951,42938
1952,2498
1953,85238
1954,49612
1955,75244
1956,77641
1957,35549
1958,47207
1959,4442
1960,60423
1961,33431
1962,17343
1963,52235
1964,57339;21304
1965,22827
1966,11652
1967,66868
1968,3595
1969,85447
1970,34799
1971,44022
1972,138
1973,51109;21748;60120;68030
1974,10455;59408;91141
1975,30589
1976,7680
1977,74334
1978,63118
1979,11368
1980,71602
1981,75386;79837
1982,6885
1983,85282;21366
1984,40246
1985,22733
1986,98902
1987,41880
1988,96296
1989,62636
1990,46155
1991,91609
1992,23243
1993,43015
1994,37481;76516;81552;96904
1995,95042
1996,59205;79507;61659
1997,99120
1998,76852
1999,46270
2000,3319
2001,48695;14111
2002,64802
2003,36786
2004,68148
2005,40448
2006,62777;97300
2007,33228;57617;62048
2008,77269
2009,54143
2010,85988
2011,52776
2012,77331;32173;11938;15054
2013,23198;79307
2014,20548
2015,98001;42821
2016,63907
2017,96475
2018,53645;80343;90773;56493
2019,28744;7225;71468
2020,91186;76665
2021,8642
2022,21818
2023,95461
2024,44809;27633;61638
2025,49517;32528;33236
2026,29807;50117
2027,74532
2028,72144
2029,57956
2030,95404
2031,73912
2032,68897;27999
2033,66843;89470
2034,29465;3650;47940;79249;20870;97534
2035,83658
2036,22629;31597;34305;8088
2037,56439
2038,23979
2039,29678;43350;98430
2040,35833;34560;63936;92234
2041,87115
2042,30815
2043,94852
2044,10817
2045,2031
2046,65222
2047,19218
2048,7718
2049,54185;98273;4156;91369
2050,11316
2051,5248
2052,95508
2053,78204;26683;33744
2054,82132;38248
2055,53990;95565
2056,45170
2057,74874
2058,63508
2059,22280;35845
2060,4506
2061,48429
2062,95233
2063,3426;5613
2064,58866;94600
2065,17128
2066,42395;33610
2067,9763
2068,52753;50806;83874
2069,50743
2070,27109
2071,96580
2072,74780
2073,6853
2074,50088
2075,9306
2076,43667
2077,40551
2078,99006
2079,6942;53764;83992
2080,1103
2081,43533
2082,59337
2083,87440
2084,61259
2085,46688
2086,20428
2087,17776;86422
2088,99487
2089,23785
2090,97217;61321
2091,56596;80944
2092,81528
2093,58213
2094,62949
2095,38148
2096,61324;71184
2097,6102
2098,36614
2099,75477
2100,59864
2101,61262;21534
2102,89459
2103,68673;1584
2104,89341
2105,74417
2106,6780
2107,1599
2108,83215
2109,14062
2110,77063
2111,29903
2112,80147
2113,80900
2114,33320;97930
2115,11298
2116,8237
2117,80606
2118,42598
2119,64065
2120,91968;25704
2121,12878
2122,62657
2123,85448;78762
2124,44744
2125,24961
2126,17405
2127,19945
2128,25043
2129,84742
2130,56524
2131,27692;7697;9306
2132,30999
2133,44797
2134,66487
2135,96056
2136,50542
2137,62537
2138,45436
2139,2891
2140,31456;87848
2141,49687
2142,7850
2143,16728
2144,18981;4929
2145,48476
2146,75278
2147,50670
2148,15649
2149,32326
2150,51681
2151,64274
2152,29671;43615;97654
2153,36025
2154,91755
2155,76499;27806
2156,32208
2157,47851
2158,17647
2159,71964
2160,96770
2161,70283
2162,20327;73032
2163,29895
2164,8294
2165,6040
2166,93648
2167,26655
2168,10366
2169,60057
2170,92858
2171,7422
2172,13461
2173,56011
2174,97872
2175,78098
2176,4276
2177,68816
2178,35750
2179,53198
2180,84073
2181,55578;19843
2182,12381;30776;43382
2183,52813
2184,53930;57304
2185,17711
2186,40025
2187,73826
2188,70167
2189,16943
2190,51256
2191,93164;33720
2192,14789
2193,84825
2194,68372
2195,19081;13399
2196,86794
2197,45438;63497
2198,51556
2199,59295
2200,24266
2201,1579
2202,21697
2203,88340
2204,17601;9273
2205,23793
2206,13703
2207,16184
2208,50391
2209,57089
2210,4179
2211,50210
2212,26734
2213,49305
2214,65613
2215,9018;62616;29268
2216,82137
2217,47133
2218,61335
2219,3465;57753
2220,83211;30180;11738
2221,71909;29517;38631
2222,16010
2223,31221
2224,73967;21311
2225,76732
2226,85840
2227,76887;81727
2228,25432
2229,77327
2230,81435
2231,89860
2232,46134
2233,79199
2234,27090;34989
2235,33326
2236,96972
2237,1108
2238,48285
2239,78235
2240,3654
2241,23903
2242,68764
2243,37643;21693
2244,70411
2245,12384
2246,90716
2247,16209
2248,15283
2249,89175
2250,24914
2251,86
2252,53938
2253,94053
2254,99776
2255,37384
2256,63934
2257,4387
2258,54683
2259,43636
2260,32764;21409
2261,65769
2262,15882
2263,57264;7375
2264,96835
2265,47745
2266,43969;91599
2267,96688;29988
2268,78924
2269,87367
2270,7543;24892
2271,85421
2272,77260;50633
2273,53757
2274,69596
2275,86087
2276,86874
2277,3439
2278,24647
2279,89083
2280,69908
2281,39332
2282,29235
2283,14932
2284,34825
2285,38877
2286,16761
2287,615
2288,84814
2289,80858
2290,44170
2291,55823
2292,34452
2293,15905
2294,94445
2295,49231;9732;98795
2296,72138
2297,23516;16836
2298,21589
2299,80325;62173
2300,38026
2301,98567;51932
2302,5600
2303,74297
2304,17654
2305,44185
2306,15819
2307,79647;60656;19041
2308,12559;58827
2309,60888
2310,83662
2311,52180
2312,36811
2313,54394;39933;88404
2314,91080
2315,83013
2316,78874
2317,1754
2318,68408
2319,26178;51272
2320,11410
2321,46307
2322,40757
2323,78259;35377
2324,97436
2325,650
2326,26978;88987
2327,19911
2328,41451
2329,66560
2330,29417
2331,69126
2332,34296
2333,16770
2334,2397;18955;64277
2335,968
2336,49065
2337,58315
2338,18195
2339,95979
2340,95412
2341,75924
2342,63782
2343,58093
2344,87860
2345,5197;82069
2346,70244
2347,18225
2348,241
2349,87781
2350,57675
2351,97287
2352,18666
2353,91754;42195
2354,6885
2355,16082
2356,86313
2357,80054
2358,30783
2359,60176
2360,61388
2361,51235;81481
2362,23154
2363,54404;68092
2364,70362
2365,52468;36292;21529;33221
2366,33856
2367,13156
2368,62695
2369,44668
2370,6548
2371,36026
2372,95588
2373,9505
2374,57958
2375,87502
2376,88696;98595;84996
2377,26636;60852
2378,28553
2379,48753
2380,89951
2381,89659
2382,4185
2383,28175
2384,61897
2385,95694
2386,13869
2387,63118
2388,71989
2389,88193
2390,64616;66159
2391,27266
2392,89031
2393,67493
2394,71687
2395,68388;61131
2396,90253
2397,79817
2398,25089
2399,8966
2400,44709
2401,32524;74706;39574
2402,307
2403,43720
2404,46692
2405,54268
2406,2610
2407,4512;90254
2408,75906
2409,21080
2410,18884
2411,65356
2412,80757
2413,72885
2414,23073
2415,12828
2416,75252
2417,11246
2418,8680;77427
2419,62931
2420,54984
2421,8755
2422,4996
2423,77742
2424,88172
2425,70121
2426,52967
2427,96905
2428,18272
2429,37701
2430,22216
2431,68662
2432,70611
2433,32683
2434,28640
2435,77078
2436,1683
2437,66373;99733
2438,78200
2439,20621;88194
2440,404
2441,54607
2442,42732
2443,51129;50359
2444,54426
2445,76574;46048;71797
2446,23904
2447,2211;20053
2448,88043
2449,55463
2450,79148
2451,55455;90335
2452,99352
2453,54863
2454,78006
2455,49346
2456,10019
2457,58466
2458,57105
2459,17177
2460,85116
2461,26420
2462,10704;10790
2463,23355
2464,23062
2465,50366
2466,84959
2467,21841
2468,4572
2469,82852
2470,50676
2471,41840
2472,96498;9403;80361
2473,8640
2474,55246
2475,95662
2476,80633
2477,28359
2478,71468;24672
2479,95759
2480,52721;57291
2481,28608
2482,51162
2483,68637
2484,26381
2485,96238
2486,94141
2487,1603
2488,10956;7430
2489,91058
2490,12230
2491,749
2492,96167
2493,37947
2494,48800
2495,55326
2496,17904
2497,43818
2498,55116
2499,51808
2500,37185
2501,1511
2502,91569
2503,99102
2504,20931
2505,82191
2506,76142
2507,13516;67295
2508,49809
2509,6018
2510,57370
2511,77261
2512,70481
2513,12152
2514,23182
2515,70666
2516,81655
2517,31103
2518,92233
2519,58453
2520,93937
2521,2112;99610;26607
2522,15738
2523,90084
2524,44777
2525,15446
2526,47163
2527,22435
2528,56290
2529,12792
2530,33622
2531,66328;48634
2532,1262
2533,71248
2534,94988
2535,23927
2536,84101
2537,68300
2538,60786
2539,56152
2540,52266
2541,63941
2542,30496
2543,6328
2544,23658;76217
2545,1949
2546,75237
2547,49186;66946
2548,46056
2549,394
2550,91554
2551,51543
2552,98712
2553,20619;6579
2554,82529
2555,729
2556,14601
2557,83784
2558,33116
2559,60046
2560,26127
2561,39110
2562,43845
2563,38296
2564,69750
2565,3652
2566,65838
2567,27836
2568,70563
2569,80133
2570,35105
2571,94907
2572,3801
2573,47759
2574,17596
2575,28687
2576,96051
2577,15771
2578,16010
2579,4870
2580,20673
2581,47659
2582,52739
2583,44542
2584,65593
2585,73814
2586,51229
2587,44868
2588,63884
2589,69310
2590,44779
2591,28437
2592,97950
2593,34520
2594,84867
2595,95207
2596,57950
2597,42878
2598,83027
2599,73463
2600,35133
2601,60372
2602,81375
2603,83324
2604,61283
2605,11719
2606,264
2607,40800
2608,11125
2609,84448
2610,58361
2611,11136
2612,75865
2613,97466
2614,89155
2615,56671
2616,81656
2617,3308
2618,89641
2619,53121
2620,71116
2621,25471
2622,60893
2623,27455
2624,95130
2625,14353
2626,52869;22493;98739
2627,35160
2628,71336
2629,45678
2630,27979
2631,402
2632,20405
2633,70807
2634,13572
2635,55419
2636,58896
2637,10947
2638,63895
2639,50411
2640,85280
2641,52151
2642,3057
2643,92063
2644,52969
2645,9259
2646,69555
2647,92688
2648,87791
2649,46166
2650,26783
2651,86903
2652,70675
2653,60673
2654,8281
2655,2057
2656,41855
2657,95656
2658,95538
2659,1942
2660,21479
2661,20607
2662,21468
2663,73331
2664,17161
2665,84188
2666,97325
2667,99019
2668,35447
2669,12619;59432
2670,41019
2671,33191
2672,35349
2673,81395
2674,76700
2675,21254
2676,94434
2677,51591
2678,38219
2679,89820
2680,20695
2681,57040
2682,82158
2683,29381
2684,866
2685,34238
2686,20189
2687,33047
2688,13129
2689,2109
2690,79069
2691,81393
2692,60414
2693,26747
2694,45065
2695,94092
2696,71910
2697,62450
2698,77865
2699,84968
2700,12506
2701,78077
2702,12081;86445
2703,45061
2704,60441
2705,27794
2706,22380
2707,36149
2708,76492
2709,46305
2710,3596
2711,52454
2712,24324
2713,69225
2714,53886
2715,20858
2716,95939
2717,7092
2718,74623;19789
2719,38912
2720,63541
2721,45993
2722,53209
2723,47863
2724,11088
2725,67809
2726,78338
2727,97716
2728,68734;24459
2729,93626
2730,73507
2731,3396
2732,89702
2733,91947
2734,98275
2735,84694
2736,73149
2737,16020
2738,61402;59391
2739,55214
2740,22174
2741,19651
2742,49651
2743,59254
2744,10910
2745,64917
2746,86443
2747,99872
2748,8333
2749,49497
2750,58353
2751,38034
2752,6645
2753,10481
2754,41531
2755,27467
2756,60495
2757,22000
2758,45711
2759,58862
2760,50449
2761,89195
2762,43812
2763,43195
2764,13266
2765,18082
2766,52085
2767,74367
2768,85914
2769,80962;84251
2770,31387
2771,74099
2772,574
2773,43363
2774,44571
2775,28938
2776,6937
2777,52481
2778,35864
2779,528
2780,89412
2781,9706
2782,96974
2783,88323
2784,47723
2785,66885
2786,55285
2787,29256
2788,71994
2789,67135
2790,36903
2791,76635
2792,18246
2793,29617
2794,89907
2795,41409
2796,61542
2797,85261
